圖層,地圖名稱,編號,NUMBER,ID,縣市,行政區,區別,位置,案名,計畫書名稱,完工案名,建案案名,實施者,目前狀態,核准日期,事業計畫核定日期,公告日期,公告年度,基地面積,地區範圍面積,面積(㎡),實施方式,主導類型,備註,相關資訊,經度,緯度,●　代銷公司,●　使用分區,●　坪數規劃,●　基地位置,●　基地面積,●　建案類別,●　建設公司,●　樓層規劃,●　規劃戶數,併分送,名稱,失效與否,完工年度,建築師,得標廠商,文號,法令依據,規劃單位,說明
更新地區-都市計畫,中研院機關用地東北角(中南二小段),臺北208,,,臺北市,南港區,,,,變更臺北市南港區中南段二小段383等地號第三種住宅區、公園用地為道路用地及第三種住宅區計畫案,,,,,,,2003/11/05,,,10485.0,,,,,,121.61518674999999,25.04429825,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港經貿C12、C13,臺北222,,,臺北市,南港區,,,,配合第二代展會中心變更臺北市南港經貿園區特定專用區 C12、C13 街廓商業區及週邊商業區細部計畫案,,,,,,,2008/03/10,,,21796.0,,,,,,121.61497615384616,25.0550994,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(A)臺電中心倉庫及玉成變電所用地街廓,臺北257,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,44400.0,,,,,,121.58330861734694,25.04802138265306,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(C)臺電修護處、中華電信南港機房用地及部分私有土地,臺北259,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,86100.0,,,,,,121.59611135454546,25.05322818181818,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(D)瓶蓋工廠、交通轉運站與私有土地,臺北260,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,34000.0,,,,,,121.60447775939849,25.053479511278194,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(E)現況為鐵路地下化工程施作工地,臺北261,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,10900.0,,,,,,121.608312,25.053294276595743,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(F)僑泰興及聯華食品工業使用,臺北262,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,40100.0,,,,,,121.61079729411765,25.05449577647059,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,原南港輪胎,臺北228,,,臺北市,南港區,,,,擬定臺北市南港區南港路以南、縱貫鐵路以北特定專用區（原南港輪胎工廠）細部計畫案,,,,,,,2010/01/06,,,44600.0,,,,,,121.60061896212122,25.05281347727273,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,捷運系統松山線地下穿越,臺北212,,,臺北市,,,,,配合捷運系統松山線工程變更沿線土地為交通用地及聯合開發區（捷）暨劃定都市更新地區計畫案,,,,,,,2004/08/31,,,6600.0,,,,,,121.51127388461539,25.051661115384615,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,捷運南京東路站西北側,臺北213,,,臺北市,中山區,,,,變更台北市中山區捷運南京東路站西北側第三種住宅區、道路用地為第三種商業區（特）及公園用地暨劃定部分地區為都市更新地區計畫案,,,,,,,2007/09/05,,,2200.0,,,,,,121.5432234,25.05285024,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,復興北與長安東,臺北227,,,臺北市,松山區,,,,變更臺北市松山區復興北路與長安東路口東北側第三種住宅區及道路用地為第三種住宅區(特)及綠地用地暨劃定鄰近土地為更新地區細部計畫案,,,,,,,2009/10/12,,,6854.0,,,,,,121.54523189830509,25.049018644067797,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,華山社區,臺北207,,,臺北市,中山區,,,,變更臺北市中山北路、忠孝東路、新生南路、長安東路所圍地區(華山地區)都市計畫(主要計畫)案,,,,,,,2003/10/17,,,551600.0,,,,,,121.52843969402986,25.047203246268655,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,新生北路至基隆路段(市民大道),臺北223,,,臺北市,,,,,變更臺北市市民大道(新生北路至基隆路段)兩側住3及道路(住3-1)、公園、住4(住4-1)、停車場用地(公園)細部計畫暨劃定都市更新地區計畫案,,,,,,,2008/09/30,,,231000.0,,,,,,121.54734671153847,25.045054715384616,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅文昌段2小段,臺北220,,,臺北市,大同區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,11000.0,,,,,,121.51027920588236,25.071551602941177,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅吳興段3小段,臺北218,,,臺北市,信義區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,19300.0,,,,,,121.57000246052631,25.022148460526317,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅長春段1小段,臺北221,,,臺北市,中山區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,4500.0,,,,,,121.54370254545455,25.05387872727273,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅通化段1-5小段,臺北216,,,臺北市,大安區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,130100.0,,,,,,121.55415032075472,25.03077048301887,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅華中段3小段,臺北217,,,臺北市,萬華區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,32900.0,,,,,,121.49436572413794,25.01972904310345,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港經貿R13,臺北224,,,臺北市,南港區,,,,修訂臺北市南港經貿園區特定專用區細部計畫通盤檢討案,,,,,,,2008/11/20,,,87750.0,,,,,,121.61380699489796,25.057223204081634,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,大橋國小站聯開,臺北279,,,臺北市,大同區,,,,擬定臺北市捷運系統新莊線(北市段)大橋國小站聯合開發區(捷)細部計畫案,,,,,,,2007/10/16,,,4493.0,,,,,,121.51105336170212,25.06336444680851,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,擬定柳鄉社區更新計畫並配合變更細部計畫案,臺北000,,,臺北市,萬華區,,,,,,,,,,,1981/3/13,,,39328.0,,,,,,121.49524262650603,25.037088012048194,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,遷建住宅永吉段、虎林段、雅祥段,臺北219,,,臺北市,信義區,,,,變更臺北市遷建住宅基地都市計畫曁劃定都市更新地區計畫案,,,,,,,2008/02/29,,,110000.0,,,,,,121.57400239408867,25.04391762413793,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,大稻埕歷史風貌,臺北002,,,臺北市,大同區,,,,擬訂台北市大同區大稻埕歷史風貌特定專用區細部計畫案,,,,,,,2000/01/27,,,4600.0,,,,,,121.51041211940299,25.059833134328358,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港經貿R13,臺北140,,,臺北市,南港區,,,,擬訂南港經貿園區特定專用區街廓細部計畫案,,,,,,,2002/07/12,,,54391.0,,,,,,121.61274174364895,25.06019187990762,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,蘆洲里507地號等,臺北252,,,臺北市,內湖區,,,,變更臺北市內湖區蘆洲里附近工業區細部計畫案,,,,,,,2011/08/29,,,273250.0,,,,,,121.60183820824882,25.062722880324543,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉9),臺北379,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,41100,,,,,,121.5816241320132,25.050327194719472,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉2),臺北376,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,7400,,,,,,121.5842145522388,25.04804244925373,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉1),臺北375,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,22900,,,,,,121.58476006043956,25.052943296703297,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉15),臺北383,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,17300,,,,,,121.58753567741935,25.05366730107527,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉10),臺北380,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,128100,,,,,,121.59144289097104,25.05545363202726,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉11),臺北381,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,67000,,,,,,121.58767515714285,25.05238640357143,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉3),臺北377,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,88200,,,,,,121.58874187128713,25.049885004950497,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,南港鐵路地下化(B)臺鐵調車場、臺鐵回饋臺北市政府公園用地及國產實業、利百代公司及部分私有土地,臺北258,,,臺北市,南港區,,,,變更臺北市南港區鐵路地下化沿線土地主要計畫案,,,,,,,2012/04/10,,,177400.0,,,,,,121.59039013099041,25.052243185303514,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉4),臺北378,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,7600,,,,,,121.59284394680851,25.052117208510637,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主玉12),臺北382,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,12900,,,,,,121.59218901851852,25.05329661111111,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主東1及主東7),臺北384,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,9800,,,,,,121.60340207216495,25.053310319587627,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主東5),臺北385,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,25800,,,,,,121.59592745238095,25.05380189285714,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主東6),臺北386,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,24100,,,,,,121.60235811864406,25.056927711864407,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主經6),臺北387,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,7700,,,,,,121.61146625619834,25.05469409090909,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主經7),臺北388,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,35900,,,,,,121.61317445755395,25.053597928057552,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,產業生活特定專用區(主經8),臺北389,,,臺北市,南港區,,,,臺北市南港區都市計畫細部計畫(通盤檢討)案,,,,,,,2019/01/18,,,10600,,,,,,121.61403018897637,25.051980929133858,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,捷運信義線東延段地下穿越街廓,臺北288,,,臺北市,信義區,,,,擬定臺北市捷運信義線東延段工程捷運開發區暨劃定都市更新地區細部計畫案,,,,,,,2015/10/22,,,22000,,,,,,121.58078957142857,25.03709404285714,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,臺北車站特定專用區 E1、E2,臺北390,,,臺北市,大同區,,,,擬定臺北車站特定專用區 E1 、 E2 、 D1 西半街廓暨周邊地區細部計畫案,,,,,,,2019/01/04,,,27551.24,,,,,,121.50924986666666,25.049364133333334,,,,,,,,,,,,,,,,,,,
更新地區-都市計畫,士林紙廠,,,,臺北市,士林區,,,,臺北市士林區都市計畫通盤檢討(細部計畫)(第一階段)案,,,,,,,2021/03/23,,,"42,559.61",,,,,,121.5231358125,25.091797475,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,中山區中山女中南側地區,臺北250,,,臺北市,中山區,,,,擬定臺北市中山區中山女中南側地區都市更新計畫案,,,,,,,2010/4/24,,,42100,,,,,,121.537906,25.04703446875,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,中山區長安段一小段(原世和大樓基地),臺北210,,,臺北市,中山區,,,,劃定臺北市中山區長安段一小段五七九地號(原世和大樓基地)都市更新地區案,,,,,,,2004/7/19,,,794,,,,,,121.5415102,25.0484732,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,中山區北安段三小段,臺北268,,,臺北市,中山區,,,,劃定臺北市中山區北安段三小段818地號等12筆土地為更新地區,,,,,,,2014/5/9,,,"2,113.07",,,,,,121.54694041176471,25.079164176470588,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,松山區敦化段二小段(原台??融中心大?基地),臺北211,,,臺北市,松山區,,,,劃定臺北市松山區敦化段二小段1地號(原台北金融中心大樓基地)都市更新地區案,,,,,,,2004/8/26,,,2591,,,,,,121.54840173333334,25.05148568888889,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,台電中心倉庫更新地區,臺北273,,,臺北市,南港區,,,,劃定台電中心倉庫更新地區(臺北市南港區玉成段三小段545地號等8筆土地),,,,,,,2014/10/20,,,36947,,,,,,121.58311195620438,25.04804602189781,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,台電電力修護處更新地區,臺北274,,,臺北市,南港區,,,,劃定台電電力修護處更新地區(臺北市南港區南港段四小段474-1地號等11筆土地),,,,,,,2014/10/20,,,"33,951.82",,,,,,121.5966805625,25.0524089375,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,台電嘉興街學生宿舍更新地區,臺北275,,,臺北市,大安區,,,,劃定台電嘉興街學生宿舍更新地區（臺北市大安區辛亥段四小段58 地號等47 筆土地),,,,,,,2014/10/20,,,"6,996.54",,,,,,121.55063334545454,25.021096763636365,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,松山區民生段(松齡新村),臺北270,,,臺北市,松山區,,,,劃定臺北市松山區民生段134-6地號等13筆土地為更新地區,,,,,,,2014/1/17,,,6557,,,,,,121.55039244117647,25.05913773529412,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,木柵段二小段430地號更新地區(合發社區),臺北139,,,臺北市,文山區,,,,震災劃定地區(合發社區),,,,,,,2001/12/25,,,665,,,,,,121.5703195,24.9852581875,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,信義逸仙段(原尚華仁愛大?基地),臺北214,,,臺北市,信義區,,,,劃定臺?市信義區?仙段三小段294-4地號(原尚華仁愛大?基地)?市?新地區案,,,,,,,2005/8/12,,,908,,,,,,121.557856,25.037333714285715,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,劃定臺北市松山區寶清段七小段六八八地號(原東星大樓基地)為更新地區案,臺北001,,,臺北市,松山區,,,,劃定臺北市松山區寶清段七小段六八八地號(原東星大樓基地)為更新地區案,,,,,,,2000/1/20,,,1109,,,,,,121.57579971428572,25.049676785714286,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,松山區寶清段七小段132地號(松園大廈基地)更新地區,臺北209,,,臺北市,松山區,,,,震災劃定地區(松園大廈),,,,,,,2003/12/9,,,1134,,,,,,121.57619755555555,25.05101711111111,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,社子街十號更新地區,臺北138,,,臺北市,士林區,,,,震災劃定地區(社子街10號),,,,,,,2001/9/3,,,1540,,,,,,121.5085888,25.0873492,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,南港區南港段一小段及經貿段,臺北255,,,臺北市,南港區,,,,劃定臺北市南港區南港段一小段138-1地號等58筆土地及經貿段55-1地號等1筆土地(合計59筆土地)為更新地區,,,,,,,2011/12/5,,,"7,096.05",,,,,,121.61440242268041,25.055993463917524,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,新光二小段(修德國宅),臺北278,,,臺北市,南港區,,,,劃定臺北市南港區新光段二小段101地號等5筆土地(原修德國宅),,,,,,,2007/6/15,,,7426,,,,,,121.58950779999999,25.045913622222223,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,北投區天母樺園社區,臺北266,,,臺北市,北投區,,,,劃定臺北市北投區振興段二小段57地號等27筆土地為更新地區,,,,,,,2013/4/12,,,1123,,,,,,121.52190563636364,25.11409781818182,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,木新路三段九五巷南側更新地區(國泰攬翠),臺北136,,,臺北市,文山區,,,,震災劃定地區(國泰攬翠),,,,,,,2001/9/3,,,4020,,,,,,121.562465375,24.98104875,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,大安區仁愛段二小段679、679-1、680地號(原勝利大廈基地)更新地區,臺北200,,,臺北市,大安區,,,,震災劃定地區(仁愛路二小段679、679-1、680地號),,,,,,,2002/11/19,,,1568,,,,,,121.54943323076922,25.040169,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,文山區萬和里機關用地,臺北256,,,臺北市,文山區,,,,臺?市文山區萬和?機關用地實施?市?新開發計畫書,,,,,,,2012/4/1,,,21999,,,,,,121.53631977586207,24.999049718390804,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,尊賢街二一八巷二五弄附近更新地區,臺北137,,,臺北市,北投區,,,,震災劃定地區(尊賢街218巷25弄附近),,,,,,,2001/9/3,,,598,,,,,,121.50842963636363,25.116513,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,逸仙段三小段285、289(部分)地號更新地區(晶宮大廈),臺北141,,,臺北市,信義區,,,,震災劃定地區(逸仙段三小段285、289部分地號晶宮大廈),,,,,,,2002/10/9,,,920,,,,,,121.55894728571428,25.03727242857143,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,中山區鼎興營區,臺北251,,,臺北市,中山區,,,,擬定臺北市中山區鼎興營區都市更新計畫案,,,,,,,2010/4/24,,,32233,,,,,,121.54155236666666,25.061182833333334,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,八德路四段豪門世家更新地區,臺北134,,,臺北市,松山區,,,,震災劃定地區(八德路四段豪門世家),,,,,,,2001/9/3,,,545,,,,,,121.57617499999999,25.049753,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,南京東路五段慶福大樓更新地區,臺北135,,,臺北市,松山區,,,,震災劃定地區(南京東路五段慶福大樓),,,,,,,2001/9/3,,,403,,,,,,121.56865271428572,25.051045428571427,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,文山區興安段四小段,臺北272,,,臺北市,文山區,,,,劃定臺北市文山區興安段四小段259地號等6筆土地為更新地區,,,,,,,2014/10/8,,,3015,,,,,,121.55716011111112,24.995067088888888,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,東湖段一小段十八地號(聯邦闔家歡社區富貴區)更新地區,臺北206,,,臺北市,內湖區,,,,震災劃定地區(東湖段一小段18地號更新地區),,,,,,,2003/3/24,,,8516,,,,,,121.61750955555556,25.07200853968254,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,捷運內湖線地下穿越街廓,臺北287,,,臺北市,中山區,,,,配合臺北市捷運內湖線工程變更沿線機場用地、第二種住宅區為交通用地及交通用地為第一種商業區(特)、第三種住宅區計畫案,,,,,,,2004/1/12,,,6050,,,,,,121.5450854117647,25.077764470588235,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,松山區敦化段四小段,臺北271,,,臺北市,松山區,,,,劃定臺北市松山區敦化段四小段363-1地號等6筆土地為更新地區,,,,,,,2014/6/30,,,4774,,,,,,121.54784781481482,25.06251562962963,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,捷運圓山站西側更新地區(大龍段),臺北269,,,臺北市,大同區,,,,訂定臺北市大同區大龍段一小段264-8地號等80筆土地都市更新計畫案,,,,,,,2014/5/14,,,19990,,,,,,121.51939065517242,25.072107413793102,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區芝山段一小段13-1地號(士林7),臺北405,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1600,,,,,,121.53319488888889,25.10896327777778,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天山段二小段116地號(士林6),臺北404,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1380,,,,,,121.53588288571429,25.118900371428573,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天山段二小段118地號(士林5),臺北403,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,700,,,,,,121.53636905882352,25.118698764705883,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市松山區敦化段一小段510地號(敦化香榭)(松山1),臺北392,,,01臺北市,松山區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1300,,,,,,121.54782033333333,25.05346377777778,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區關渡段二小段18地號(北投1),臺北406,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1000,,,,,,121.468398,25.122765375,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市中正區南海段一小段84地號(新隆社區大樓)(中正1),臺北391,,,01臺北市,中正區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,15700,,,,,,121.52059072727272,25.032369727272727,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區桃源段四小段110-1等4筆地號(惠安歐洲花城)(北投4),臺北409,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,4200,,,,,,121.48296047368422,25.137667236842105,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區文林路文小段443-2地號(北投3),臺北408,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,200,,,,,,121.51353218181818,25.110913272727274,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區關渡段二小段536等4筆地號(北投2),臺北407,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1300,,,,,,121.46796273913043,25.11809743478261,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市信義區吳興段二小段881等2筆地號(信義1),臺北393,,,01臺北市,信義區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,900,,,,,,121.56990975,25.017507000000002,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市信義區三興段一小段845等2筆地號(皇家名宮)(信義2),臺北394,,,01臺北市,信義區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1600,,,,,,121.55776933333334,25.029356749999998,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市大安區懷生段二小段477地號(御林園)(大安1),臺北395,,,01臺北市,大安區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1000,,,,,,121.53940775,25.037506125,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市內湖區東湖段一小段30-4等3筆地號(名喬今日新世界社區)(內湖3),臺北398,,,01臺北市,內湖區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,4500,,,,,,121.61410372727273,25.07037418181818,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市內湖區東湖段六小段404等3筆地號(松柏園大廈)(內湖2),臺北397,,,01臺北市,內湖區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,5000,,,,,,121.60580068,25.07394592,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市內湖區潭美段四小段242地號(內湖1),臺北396,,,01臺北市,內湖區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,400,,,,,,121.580221,25.0539102,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天母段四小段434地號(士林1),臺北399,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,500,,,,,,121.53073271428572,25.122264714285713,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區百齡段五小段116等5筆地號(士林2),臺北400,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,2500,,,,,,121.5208867368421,25.084575210526317,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天母段三小段108等3筆地號(瑞成山莊)(士林3),臺北401,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,860,,,,,,121.52871432258064,25.122031806451613,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天山段二小段117地號(士林4),臺北402,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物都市更新案,,,,,,,2019/8/21,,,1100,,,,,,121.53606346153846,25.118754384615386,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市士林區天母段四小段525地號等4筆土地(士林-13),臺北427,,,01臺北市,士林區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/2/5,,,1050,,,,,,121.52796909836066,25.122712778688523,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區桃源段五小段268地號等2筆土地(北投-7),臺北428,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/2/5,,,1200,,,,,,121.47553878571429,25.133420357142857,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區行義段四小段326地號等1筆土地(北投-8),臺北429,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/2/5,,,1630,,,,,,121.52379555555555,25.12211664197531,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市大安區龍泉段一小段847-3等4筆地號(大安2),臺北431,,,01臺北市,大安區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/5/12,,,740,,,,,,121.53091707142858,25.019294285714285,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市中正區公園段一小段47地號(中正-2),臺北432,,,01臺北市,中正區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/5/12,,,410,,,,,,121.5195062,25.0465696,,,,,,,,,,,,,,,,,,,
更新地區-迅行劃定,臺北市北投區行義段三小段572地號等4筆(北投-9),臺北433,,,01臺北市,北投區,,,,劃定臺北市高氯離子混凝土建築物更新地區案,,,,,,,2021/5/12,,,980,,,,,,121.52401364285714,25.121928285714286,,,,,,,,,,,,,,,,,,,
